0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667
0.161573, 0.156028, 0.187991, 0.170871, 0.160701, 0.162836
0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667
0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667
0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667
0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667
0.165368, 0.175755, 0.166522, 0.175828, 0.165655, 0.150872
0.165368, 0.175755, 0.166522, 0.175828, 0.165655, 0.150872
0.170675, 0.193465, 0.159302, 0.172474, 0.162853, 0.141231
0.170675, 0.193465, 0.159302, 0.172474, 0.162853, 0.141231
0.170675, 0.193465, 0.159302, 0.172474, 0.162853, 0.141231
0.170675, 0.193465, 0.159302, 0.172474, 0.162853, 0.141231
0.170675, 0.193465, 0.159302, 0.172474, 0.162853, 0.141231
0.170675, 0.193465, 0.159302, 0.172474, 0.162853, 0.141231
0.142887, 0.204372, 0.1755, 0.162128, 0.177351, 0.137762
0.150687, 0.209914, 0.167204, 0.17017, 0.168348, 0.133677
0.150687, 0.209914, 0.167204, 0.17017, 0.168348, 0.133677
0.150687, 0.209914, 0.167204, 0.17017, 0.168348, 0.133677
0.150687, 0.209914, 0.167204, 0.17017, 0.168348, 0.133677
0.150687, 0.209914, 0.167204, 0.17017, 0.168348, 0.133677
0.150687, 0.209914, 0.167204, 0.17017, 0.168348, 0.133677
0.150687, 0.209914, 0.167204, 0.17017, 0.168348, 0.133677
0.150687, 0.209914, 0.167204, 0.17017, 0.168348, 0.133677
0.150687, 0.209914, 0.167204, 0.17017, 0.168348, 0.133677
0.169751, 0.231198, 0.14659, 0.170624, 0.1579, 0.123937
0.148741, 0.234712, 0.139208, 0.174271, 0.169345, 0.133723
0.1442, 0.258147, 0.127959, 0.168554, 0.185111, 0.116029
0.1442, 0.258147, 0.127959, 0.168554, 0.185111, 0.116029
0.140638, 0.263839, 0.131598, 0.161531, 0.198383, 0.104012
0.135729, 0.271724, 0.140209, 0.15838, 0.190605, 0.103353
0.135729, 0.271724, 0.140209, 0.15838, 0.190605, 0.103353
0.135729, 0.271724, 0.140209, 0.15838, 0.190605, 0.103353
0.135729, 0.271724, 0.140209, 0.15838, 0.190605, 0.103353
0.135729, 0.271724, 0.140209, 0.15838, 0.190605, 0.103353
0.135729, 0.271724, 0.140209, 0.15838, 0.190605, 0.103353
0.136444, 0.278749, 0.154942, 0.166093, 0.172985, 0.0907871
