0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667
0.158373, 0.171802, 0.220109, 0.108989, 0.176106, 0.164621
0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667
0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667
0.17613, 0.120351, 0.147027, 0.169311, 0.152713, 0.234467
0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667
0.157427, 0.111458, 0.211963, 0.155583, 0.171028, 0.192542
0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667
0.127239, 0.162358, 0.187415, 0.162992, 0.233321, 0.126675
0.127239, 0.162358, 0.187415, 0.162992, 0.233321, 0.126675
0.144132, 0.152448, 0.219018, 0.160777, 0.16755, 0.156075
0.138007, 0.209673, 0.126861, 0.123988, 0.212542, 0.188929
0.138007, 0.209673, 0.126861, 0.123988, 0.212542, 0.188929
0.148997, 0.10372, 0.201523, 0.157366, 0.304732, 0.0836609
0.163927, 0.106396, 0.169681, 0.222209, 0.13684, 0.200949
0.163927, 0.106396, 0.169681, 0.222209, 0.13684, 0.200949
0.163927, 0.106396, 0.169681, 0.222209, 0.13684, 0.200949
0.131311, 0.178768, 0.155415, 0.132176, 0.190269, 0.212062
0.131311, 0.178768, 0.155415, 0.132176, 0.190269, 0.212062
0.131311, 0.178768, 0.155415, 0.132176, 0.190269, 0.212062
0.161861, 0.194935, 0.192311, 0.225804, 0.135102, 0.0899875
0.161861, 0.194935, 0.192311, 0.225804, 0.135102, 0.0899875
0.226594, 0.169847, 0.112283, 0.244761, 0.164113, 0.0824028
0.226594, 0.169847, 0.112283, 0.244761, 0.164113, 0.0824028
0.226594, 0.169847, 0.112283, 0.244761, 0.164113, 0.0824028
0.156281, 0.142092, 0.217405, 0.160154, 0.0991386, 0.22493
0.189486, 0.11611, 0.222499, 0.205554, 0.0923987, 0.173952
0.189486, 0.11611, 0.222499, 0.205554, 0.0923987, 0.173952
0.189486, 0.11611, 0.222499, 0.205554, 0.0923987, 0.173952
0.237441, 0.165813, 0.0763776, 0.171182, 0.208722, 0.140464
0.162705, 0.153303, 0.1987, 0.142353, 0.190568, 0.152371
0.174968, 0.0829356, 0.221404, 0.160834, 0.169444, 0.190413
0.174968, 0.0829356, 0.221404, 0.160834, 0.169444, 0.190413
0.174968, 0.0829356, 0.221404, 0.160834, 0.169444, 0.190413
0.2876, 0.202302, 0.0995593, 0.117563, 0.159284, 0.133692
0.2876, 0.202302, 0.0995593, 0.117563, 0.159284, 0.133692
0.193773, 0.162456, 0.140001, 0.182774, 0.191761, 0.129235
0.171754, 0.175793, 0.240759, 0.127697, 0.145809, 0.138189
0.167053, 0.182398, 0.239109, 0.107445, 0.148731, 0.155264
0.167053, 0.182398, 0.239109, 0.107445, 0.148731, 0.155264
0.199379, 0.119606, 0.168196, 0.181555, 0.214515, 0.116749
0.103109, 0.171766, 0.257261, 0.206821, 0.169217, 0.0918268
0.103109, 0.171766, 0.257261, 0.206821, 0.169217, 0.0918268
0.140783, 0.149063, 0.226385, 0.151534, 0.186202, 0.146032
